"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","gene_set"
"Environmental Information Processing","Signal transduction","sly04075","Plant hormone signal transduction","22/142","437/11892",0.0503432494279176,4.21606987462533,7.53014044176321,9.7971365931244e-09,8.2295947382245e-07,5.98140970948648e-07,"100736540/101247461/544204/101250433/101245105/543601/101248225/101055583/101244285/100037508/104649549/101250944/101268443/101267355/101251993/100736477/101246226/101266575/101268544/101245906/543712/101055552",22,"leaf_light_up"
"Metabolism","Carbohydrate metabolism","sly00030","Pentose phosphate pathway","8/142","55/11892",0.145454545454545,12.1813060179257,9.13666040326528,2.57183117400474e-07,1.08016909308199e-05,7.85085305748815e-06,"101264273/101249787/101246870/101268121/101244195/101266629/101251315/101250853",8,"leaf_light_up"
"Metabolism","Energy metabolism","sly00710","Carbon fixation by Calvin cycle","9/142","82/11892",0.109756097560976,9.19168670559945,8.1825702020349,5.3527521721791e-07,1.49877060821015e-05,1.08933202100487e-05,"101264273/101249787/101248407/101265236/101246870/101261166/101266629/101251315/101250853",9,"leaf_light_up"
"Organismal Systems","Environmental adaptation","sly04712","Circadian rhythm - plant","7/142","47/11892",0.148936170212766,12.4728798321846,8.6633980625574,1.25934283096441e-06,2.64461994502527e-05,1.92215484726147e-05,"778294/778295/101261662/778253/101267355/101249991/101256107",7,"leaf_light_up"
"Metabolism","Carbohydrate metabolism","sly00051","Fructose and mannose metabolism","8/142","70/11892",0.114285714285714,9.57102615694165,7.90625452511081,1.71522553322894e-06,2.88157889582463e-05,2.09438065110061e-05,"101264273/101249787/101261972/101265391/101246870/101268121/101266629/101250853",8,"leaf_light_up"
"Metabolism","Metabolism of terpenoids and polyketides","sly00906","Carotenoid biosynthesis","6/142","39/11892",0.153846153846154,12.8840736728061,8.17180369221583,6.15029892625774e-06,8.61041849676084e-05,6.25819890742016e-05,"544104/101266862/101265985/543988/544133/543964",6,"leaf_light_up"
"Environmental Information Processing","Signal transduction","sly04016","MAPK signaling pathway - plant","11/142","193/11892",0.0569948186528497,4.77311537619499,5.8095005604265,1.94046143993859e-05,0.000232855372792631,0.000169243253408178,"101247461/101250433/101245105/101256105/101251136/100736474/101250944/101265257/104645860/101245906/543712",11,"leaf_light_up"
"Metabolism","Carbohydrate metabolism","sly00562","Inositol phosphate metabolism","7/142","77/11892",0.0909090909090909,7.61331626120358,6.40003309895299,3.57405468829285e-05,0.000375275742270749,0.000272756805159191,"101262540/543809/544280/100301920/101262094/544226/544013",7,"leaf_light_up"
"Metabolism","Global and overview maps","sly01200","Carbon metabolism","13/142","290/11892",0.0448275862068966,3.75415250121418,5.21981343547929,4.30912530442812e-05,0.000402185028413291,0.000292314932931966,"101264273/101245503/101249787/101248407/101265236/101265715/101246870/101268121/101261166/101244195/101266629/101251315/101250853",13,"leaf_light_up"
"Metabolism","Biosynthesis of other secondary metabolites","sly00941","Flavonoid biosynthesis","5/142","37/11892",0.135135135135135,11.317091739627,6.90942335476892,7.24978710487875e-05,0.000608982116809815,0.000442618581139966,"778294/100736482/101249699/778295/101266223",5,"leaf_light_up"
"Metabolism","Carbohydrate metabolism","sly00053","Ascorbate and aldarate metabolism","6/142","66/11892",0.0909090909090909,7.61331626120358,5.92252293030219,0.000131490325206157,0.00100410793793792,0.000729802761909768,"101256514/100316902/544280/101055572/101253411/544013",6,"leaf_light_up"
"Metabolism","Carbohydrate metabolism","sly00010","Glycolysis / Gluconeogenesis","8/142","133/11892",0.0601503759398496,5.03738218786403,5.14724590075419,0.000189429995278603,0.00129581966124874,0.000941823813940186,"101256514/101264273/101249787/101265715/101246870/101268121/101266629/101250853",8,"leaf_light_up"
"Metabolism","Global and overview maps","sly01240","Biosynthesis of cofactors","11/142","250/11892",0.044,3.68484507042253,4.71639168467875,0.000200543519002781,0.00129581966124874,0.000941823813940186,"101256514/100316902/544280/101055572/101246910/101259471/543790/101248935/544013/544179/101264098",11,"leaf_light_up"
"Metabolism","Metabolism of terpenoids and polyketides","sly00902","Monoterpenoid biosynthesis","3/142","16/11892",0.1875,15.7024647887324,6.46918354612777,0.000832917694879662,0.00499750616927797,0.00363227265436244,"543602/101251042/101260280",3,"leaf_light_up"
"Metabolism","Lipid metabolism","sly00073","Cutin, suberine and wax biosynthesis","4/142","41/11892",0.0975609756097561,8.17038818275507,5.05581909018751,0.00140057169504466,0.0078432014922501,0.00570057251316423,"101245281/101250470/101251368/101267893",4,"leaf_light_up"
"Metabolism","Global and overview maps","sly01230","Biosynthesis of amino acids","9/142","226/11892",0.0398230088495575,3.3350367692883,3.8960218661578,0.00154723290969746,0.00812297277591165,0.00590391505016135,"101245503/101249787/101265236/101246870/101268121/101244614/101244195/101251315/101250853",9,"leaf_light_up"
"Environmental Information Processing","Signal transduction","sly04070","Phosphatidylinositol signaling system","5/142","74/11892",0.0675675675675676,5.65854586981348,4.41904751807572,0.00188215349930095,0.00930005258478117,0.00675943671575574,"101262540/544280/100301920/101262094/544013",5,"leaf_light_up"
"Metabolism","Amino acid metabolism","sly00270","Cysteine and methionine metabolism","6/142","118/11892",0.0508474576271186,4.25829553592743,3.91024428325365,0.0028758188613416,0.0134204880195941,0.00975423941273757,"101245503/101255136/544285/543894/543506/101248619",6,"leaf_light_up"
"Metabolism","Metabolism of cofactors and vitamins","sly00760","Nicotinate and nicotinamide metabolism","3/142","30/11892",0.1,8.37464788732394,4.44587640432928,0.00534505969960214,0.0236307902508726,0.0171752610845941,"101261528/101246910/101264098",3,"leaf_light_up"
"Metabolism","Lipid metabolism","sly00564","Glycerophospholipid metabolism","5/142","105/11892",0.0476190476190476,3.98792756539235,3.38062891035552,0.00841432667893062,0.0353401720515086,0.025685839335683,"101264846/101261812/101257780/101266950/101245304",5,"leaf_light_up"
"Metabolism","Metabolism of cofactors and vitamins","sly00750","Vitamin B6 metabolism","2/142","15/11892",0.133333333333333,11.1661971830986,4.33097033202459,0.0134270430171668,0.0537081720686672,0.0390360147867506,"543790/544179",2,"leaf_light_up"
"Metabolism","Amino acid metabolism","sly00250","Alanine, aspartate and glutamate metabolism","3/142","53/11892",0.0566037735849057,4.74036672867393,3.00005376663137,0.0252925218653539,0.0965714471222603,0.0701897735976328,"101265236/100147723/101264098",3,"leaf_light_up"
"Metabolism","Energy metabolism","sly00196","Photosynthesis - antenna proteins","9/238","29/11892",0.310344827586207,15.5068096203999,11.1772201906412,3.13010751981831e-09,3.78743009898016e-07,2.33934351481158e-07,"101265617/101253380/101256131/101243766/101267774/101256006/543976/101268123/101268669",9,"leaf_light_down"
"Organismal Systems","Environmental adaptation","sly04626","Plant-pathogen interaction","20/238","237/11892",0.0843881856540084,4.21657270503138,7.14778642898169,5.73560289262453e-08,2.60625790469459e-06,1.60978087197317e-06,"101267093/101246151/101259138/543880/101258272/101265819/101245711/543900/101253669/101251928/101265895/101256979/543942/101255501/101264342/101256200/778272/101268787/101255201/544144",20,"leaf_light_down"
"Metabolism","Metabolism of cofactors and vitamins","sly00860","Porphyrin metabolism","10/238","52/11892",0.192307692307692,9.60892049127343,8.8906738506119,6.46179645792048e-08,2.60625790469459e-06,1.60978087197317e-06,"101250511/101248079/101258872/543647/101265579/101258376/101262299/101244717/101259974/101246744",10,"leaf_light_down"
"Metabolism","Biosynthesis of other secondary metabolites","sly00940","Phenylpropanoid biosynthesis","15/238","179/11892",0.0837988826815642,4.18712736491245,6.13976889447011,3.00312136598524e-06,9.08444213210534e-05,5.61109518381452e-05,"101243656/101245610/101266812/101249824/544293/101265690/101254287/101252173/112940333/112940337/138339191/138339192/101243631/101244220/101265977",15,"leaf_light_down"
"Metabolism","Amino acid metabolism","sly00360","Phenylalanine metabolism","8/238","60/11892",0.133333333333333,6.66218487394958,6.28334275679321,2.38584246861587e-05,0.000577373877405041,0.000356620663729951,"101243656/101249824/778256/101264847/778254/101243631/101244220/101265757",8,"leaf_light_down"
"Organismal Systems","Environmental adaptation","sly04712","Circadian rhythm - plant","7/238","47/11892",0.148936170212766,7.44180225281602,6.32337512671647,3.74285911623981e-05,0.000754809921775028,0.000466215784654432,"101255788/101258346/101268174/101250283/101249698/101262866/101249224",7,"leaf_light_down"
"Metabolism","Global and overview maps","sly01232","Nucleotide metabolism","9/238","84/11892",0.107142857142857,5.35354141656663,5.72208509943704,4.41879784280185e-05,0.000763820769970033,0.000471781423817942,"101250072/101248507/101253028/543715/101249065/101244800/101257500/101249548/101261826",9,"leaf_light_down"
"Metabolism","Global and overview maps","sly01240","Biosynthesis of cofactors","15/238","250/11892",0.06,2.99798319327731,4.56255590341195,0.000152482040373461,0.0023062908606486,0.00142450327190997,"101251855/101250104/101250511/101259725/101246429/544238/101264726/101251311/101267438/101257192/100191133/101254971/101259974/101265590/101246744",15,"leaf_light_down"
"Metabolism","Nucleotide metabolism","sly00240","Pyrimidine metabolism","7/238","66/11892",0.106060606060606,5.29946524064171,5.00527143142798,0.000335780124933337,0.00451437723521486,0.00278834957546982,"101250072/101253028/543715/101249065/101257500/101249548/101261826",7,"leaf_light_down"
"Metabolism","Carbohydrate metabolism","sly00630","Glyoxylate and dicarboxylate metabolism","7/238","81/11892",0.0864197530864197,4.31808278867102,4.28199892265081,0.00116372722417795,0.0140810994125532,0.00869732978069839,"100134875/101247011/101259725/101248455/101246429/544276/543990",7,"leaf_light_down"
"Environmental Information Processing","Signal transduction","sly04016","MAPK signaling pathway - plant","11/238","193/11892",0.0569948186528497,2.84782514041886,3.69849739197795,0.00174153816598854,0.019156919825874,0.011832460266525,"543880/101258272/101244003/101266437/101251928/101255501/101261835/101264342/101268787/101251432/543990",11,"leaf_light_down"
"Metabolism","Global and overview maps","sly01230","Biosynthesis of amino acids","12/238","226/11892",0.0530973451327434,2.65308247192682,3.5854850474525,0.00198719945924089,0.0200375945473456,0.0123764176847459,"101251907/101259725/543983/101247331/101265030/101248455/101250390/101246902/101259361/101252944/101247833/101256147",12,"leaf_light_down"
"Metabolism","Amino acid metabolism","sly00260","Glycine, serine and threonine metabolism","6/238","67/11892",0.0895522388059701,4.47460178101091,4.07569827677202,0.00217362580390787,0.0202314401748348,0.0124961483463529,"101247011/101259725/543983/100301929/101246429/101253497",6,"leaf_light_down"
"Metabolism","Carbohydrate metabolism","sly00650","Butanoate metabolism","4/238","29/11892",0.137931034482759,6.89191538684439,4.53960845607148,0.00250691746868435,0.0216669295507719,0.0133827925019992,"100134904/544258/100147722/101252944",4,"leaf_light_down"
"Metabolism","Amino acid metabolism","sly00400","Phenylalanine, tyrosine and tryptophan biosynthesis","5/238","49/11892",0.102040816326531,5.0986108729206,4.10831773588991,0.00286512424737206,0.0231120022621346,0.0142753558991871,"101247331/101265030/101250390/101259361/101247833",5,"leaf_light_down"
"Metabolism","Nucleotide metabolism","sly00230","Purine metabolism","7/238","96/11892",0.0729166666666667,3.64338235294118,3.71610846955255,0.00309967666978985,0.0234413048152857,0.0144787528654657,"101250072/101248507/101249065/101251456/101244800/101246124/101261826",7,"leaf_light_down"
"Metabolism","Amino acid metabolism","sly00250","Alanine, aspartate and glutamate metabolism","5/238","53/11892",0.0943396226415094,4.71381005232282,3.87222222350859,0.00404226517908586,0.0287714168629053,0.0177709490845261,"101252088/101247011/101257275/544258/100147722",5,"leaf_light_down"
"Metabolism","Carbohydrate metabolism","sly00520","Amino sugar and nucleotide sugar metabolism","8/238","133/11892",0.0601503759398496,3.00549693561635,3.32370743986661,0.0052516906326388,0.0336346564810302,0.0207747769478307,"101251855/101267552/101267862/101253853/101253788/101266745/543517/543515",8,"leaf_light_down"
"Cellular Processes","Cell motility","sly04814","Motor proteins","6/238","80/11892",0.075,3.74747899159664,3.52352872093673,0.00528147498462458,0.0336346564810302,0.0207747769478307,"778227/101255154/101259004/101259860/101255463/101257270",6,"leaf_light_down"
"Metabolism","Carbohydrate metabolism","sly00620","Pyruvate metabolism","7/238","109/11892",0.0642201834862385,3.20885051268214,3.31063877008106,0.00623297464664712,0.0377094966122151,0.0232916421006287,"101251907/101250104/543522/101246429/101267438/101256147/544074",7,"leaf_light_down"
"Metabolism","Metabolism of cofactors and vitamins","sly00670","One carbon pool by folate","4/238","40/11892",0.1,4.99663865546218,3.61817209659743,0.00812803257556757,0.0468329496020798,0.0289268327250776,"101259725/100301929/101246429/101253497",4,"leaf_light_down"
"Metabolism","Global and overview maps","sly01210","2-Oxocarboxylic acid metabolism","6/238","89/11892",0.0674157303370786,3.36852044188462,3.20505951437897,0.00880943623813288,0.0484518993097308,0.0299267929620782,"101251907/101247011/101248455/101246429/101252944/778303",6,"leaf_light_down"
"Metabolism","Carbohydrate metabolism","sly00052","Galactose metabolism","5/238","66/11892",0.0757575757575758,3.78533231474408,3.24257633954982,0.0102160036352258,0.0504785304320105,0.0311785616413462,"101266532/101249542/101249166/101266745/101263843",5,"leaf_light_down"
"Metabolism","Metabolism of cofactors and vitamins","sly00730","Thiamine metabolism","3/238","23/11892",0.130434782608696,6.51735476799415,3.78484348207463,0.0104294484363658,0.0504785304320105,0.0311785616413462,"101264726/101257192/544220",3,"leaf_light_down"
"Metabolism","Biosynthesis of other secondary metabolites","sly00945","Stilbenoid, diarylheptanoid and gingerol biosynthesis","3/238","23/11892",0.130434782608696,6.51735476799415,3.78484348207463,0.0104294484363658,0.0504785304320105,0.0311785616413462,"101265690/101252173/101265977",3,"leaf_light_down"
"Metabolism","Amino acid metabolism","sly00280","Valine, leucine and isoleucine degradation","5/238","67/11892",0.0746268656716418,3.72883481750909,3.20091569172035,0.0108645824925901,0.0505620954462849,0.0312301763957045,"101250104/101247011/101246429/100134904/778303",5,"leaf_light_down"
"Metabolism","Glycan biosynthesis and metabolism","sly00603","Glycosphingolipid biosynthesis - globo and isoglobo series","2/238","9/11892",0.222222222222222,11.1036414565826,4.33307587189394,0.0130875091138074,0.0586514297322482,0.0362266334144377,"101249542/101253853",2,"leaf_light_down"
"Metabolism","Global and overview maps","sly01200","Carbon metabolism","12/238","290/11892",0.0413793103448276,2.06757461605332,2.63021329404982,0.0138960626447503,0.0593250551143433,0.0366427047683199,"100134875/101252088/101247011/101259725/543983/543522/101248455/101246429/544276/101258470/101256147/543990",12,"leaf_light_down"
"Metabolism","Amino acid metabolism","sly00290","Valine, leucine and isoleucine biosynthesis","3/238","26/11892",0.115384615384615,5.76535229476406,3.4760793045167,0.0146540371660941,0.0593250551143433,0.0366427047683199,"101251907/543983/101252944",3,"leaf_light_down"
"Environmental Information Processing","Signal transduction","sly04075","Plant hormone signal transduction","16/238","437/11892",0.0366132723112128,1.82943291733169,2.5245536238748,0.0147086913506636,0.0593250551143433,0.0366427047683199,"543880/101258272/101055543/101244003/101250310/101055553/101262636/543544/101253938/778240/101055555/101260141/101261835/101262579/101256200/101251432",16,"leaf_light_down"
"Metabolism","Biosynthesis of other secondary metabolites","sly00996","Biosynthesis of various alkaloids","2/238","10/11892",0.2,9.99327731092437,4.06568167638307,0.0161453795934187,0.0630190622839892,0.0389243446904153,"544002/101255011",2,"leaf_light_down"
"Cellular Processes","Transport and catabolism","sly04142","Lysosome biogenesis","9/238","196/11892",0.0459183673469388,2.29437489281427,2.61113663058674,0.0171431241712964,0.0637007652846713,0.0393454052649992,"101263441/101263188/101252505/778274/101253853/101251744/101262324/544144/101257955",9,"leaf_light_down"
"Metabolism","Carbohydrate metabolism","sly00010","Glycolysis / Gluconeogenesis","7/238","133/11892",0.0526315789473684,2.62980981866431,2.70108167390313,0.0174519838960406,0.0637007652846713,0.0393454052649992,"101250104/101246429/101267438/101249166/101246495/101256147/544074",7,"leaf_light_down"
"Metabolism","Lipid metabolism","sly00564","Glycerophospholipid metabolism","6/238","105/11892",0.0571428571428571,2.85522208883553,2.72865780697061,0.0187831005987033,0.0637007652846713,0.0393454052649992,"544181/101247110/101262912/101252788/101257014/101246124",6,"leaf_light_down"
"Environmental Information Processing","Membrane transport","sly02010","ABC transporters","5/238","77/11892",0.0649350649350649,3.24457055549493,2.82372190129588,0.0189486134575697,0.0637007652846713,0.0393454052649992,"101260177/101258034/101261754/101247843/101261234",5,"leaf_light_down"
"Metabolism","Glycan biosynthesis and metabolism","sly00531","Glycosaminoglycan degradation","2/238","11/11892",0.181818181818182,9.08479755538579,3.83353255245707,0.0194755297370116,0.0637007652846713,0.0393454052649992,"101258638/101253853",2,"leaf_light_down"
"Metabolism","Lipid metabolism","sly00561","Glycerolipid metabolism","5/238","78/11892",0.0641025641025641,3.20297349709114,2.78944788338501,0.0199269113093813,0.0637007652846713,0.0393454052649992,"101250104/101249542/101267438/101251763/101257014",5,"leaf_light_down"
"Metabolism","Lipid metabolism","sly00592","alpha-Linolenic acid metabolism","4/238","52/11892",0.0769230769230769,3.84356819650937,2.93663269776556,0.0200051990150207,0.0637007652846713,0.0393454052649992,"101246396/101252788/543895/544074",4,"leaf_light_down"
"Metabolism","Metabolism of cofactors and vitamins","sly00760","Nicotinate and nicotinamide metabolism","3/238","30/11892",0.1,4.99663865546218,3.13210788801836,0.0215869517042307,0.0669749014413311,0.0413677077193085,"101257500/101261826/101265590",3,"leaf_light_down"
"Metabolism","Amino acid metabolism","sly00380","Tryptophan metabolism","4/238","57/11892",0.0701754385964912,3.50641309155241,2.71060420804204,0.027033560799443,0.0817765214183151,0.0505100741252751,"101250104/100736505/101246429/543990",4,"leaf_light_down"
"Metabolism","Lipid metabolism","sly01040","Biosynthesis of unsaturated fatty acids","3/238","34/11892",0.0882352941176471,4.4087988136431,2.84443010678508,0.0300224448715495,0.0886028251087193,0.0547264078531455,"101263911/112941338/101262991",3,"leaf_light_down"
"Metabolism","Glycan biosynthesis and metabolism","sly00511","Other glycan degradation","2/238","14/11892",0.142857142857143,7.13805522208883,3.28384999045638,0.0309812080236331,0.0892553850204668,0.0551294679117281,"100500729/101253853",2,"leaf_light_down"
"Metabolism","Lipid metabolism","sly00062","Fatty acid elongation","3/238","35/11892",0.0857142857142857,4.2828331332533,2.779428980556,0.0323652113462219,0.0910741993696012,0.0562528765136293,"101246151/101263911/101262991",3,"leaf_light_down"
"Metabolism","Global and overview maps","sly01240","Biosynthesis of cofactors","38/489","250/11892",0.152,3.69649079754601,8.9229653455795,2.17205172082273e-12,3.1060339607765e-10,1.39468584179144e-10,"101246176/101251855/101257178/101260673/101252237/101247015/101250104/101244420/101250511/101265950/101259725/778225/101264576/101252316/101263546/101246429/101258052/101263635/544238/101267455/101264726/101251311/101257192/101264818/101248982/101266461/543912/100191133/101254971/101252440/101259343/101267587/101259974/101265590/101253795/101256030/101246744/101249464",38,"leaf_int_pos"
"Metabolism","Global and overview maps","sly01230","Biosynthesis of amino acids","35/489","226/11892",0.154867256637168,3.7662196644769,8.69428665081617,9.64011037107969e-12,6.89267891532198e-10,3.09498280334664e-10,"101257271/101251907/101268602/101259725/543983/101247331/101260521/101265030/101248455/101247891/101244415/101264707/101250390/101254008/101253940/101245573/543977/101252192/101246902/544153/544152/101264818/101244621/101264432/101259361/101258500/101267392/101253321/101243843/544154/101252944/101251252/101247914/101247833/101256147",35,"leaf_int_pos"
"Organismal Systems","Environmental adaptation","sly04626","Plant-pathogen interaction","34/489","237/11892",0.143459915611814,3.48880432813026,8.01424923437914,1.64041843495326e-10,7.8193278732772e-09,3.51107103621575e-09,"101260188/101267093/101246151/101256687/101249692/101262447/101259138/543880/543603/101245247/101258272/101251639/100316879/101265819/101245711/543900/100736531/101256434/100736467/101055527/544043/778199/101251928/101252097/101265895/101260402/101256979/101255501/101256200/778272/101268787/101249560/101255201/544144",34,"leaf_int_pos"
"Metabolism","Amino acid metabolism","sly00400","Phenylalanine, tyrosine and tryptophan biosynthesis","15/489","49/11892",0.306122448979592,7.4445974708902,9.36088756424155,5.69633704192266e-10,2.03644049248735e-08,9.14411998834953e-09,"101257271/101247331/101265030/101249935/101250390/543977/544153/544152/101264432/101259361/101258500/101243843/544154/101251252/101247833",15,"leaf_int_pos"
"Metabolism","Metabolism of cofactors and vitamins","sly00860","Porphyrin metabolism","15/489","52/11892",0.288461538461538,7.01510146295422,9.00166476217036,1.44555998935405e-09,4.1343015695526e-08,1.85640335474942e-08,"101260673/101244420/101250511/101248079/101258872/543647/101258376/101262299/101244717/101255435/101252440/101259974/101248868/778267/101246744",15,"leaf_int_pos"
"Metabolism","Global and overview maps","sly01212","Fatty acid metabolism","16/489","88/11892",0.181818181818182,4.42163970998327,6.67137065204219,4.90446282356741e-07,1.16889697295023e-05,5.24863565329144e-06,"101263911/101252237/112941338/101256767/101262991/101256513/101249057/101251311/101266461/101255474/101263745/101262830/101263592/101264960/101249116/101249464",16,"leaf_int_pos"
"Metabolism","Biosynthesis of other secondary metabolites","sly00940","Phenylpropanoid biosynthesis","23/489","179/11892",0.128491620111732,3.12479007437365,5.93147261646537,1.16903856593272e-06,2.38817878469112e-05,1.07235116574279e-05,"101244682/101243656/101266812/101249824/101261765/544293/101264425/101265690/101254287/101252173/112940333/112940337/138339191/138339192/101248210/101248236/101243631/101249418/101244220/101265977/101262063/101265187/101247788",23,"leaf_int_pos"
"Metabolism","Carbohydrate metabolism","sly00650","Butanoate metabolism","9/489","29/11892",0.310344827586207,7.54728157393696,7.30999044692075,1.49841249692484e-06,2.67841233825315e-05,1.20267318832125e-05,"101249394/101259235/101247891/100134904/544258/101263745/100147722/101262830/101252944",9,"leaf_int_pos"
"Metabolism","Nucleotide metabolism","sly00240","Pyrimidine metabolism","13/489","66/11892",0.196969696969697,4.79010968581521,6.39379733154936,2.2737134628007e-06,3.61267805756111e-05,1.62218153486366e-05,"101253028/101249065/101261880/101258052/101252471/101267455/101257500/101255656/101263997/101261826/101259343/101267587/101250906",13,"leaf_int_pos"
