"tissue","direction","database","term_id","term_name","pvalue","p_adjust","qvalue","gene_ratio","bg_ratio","count","gene_ids"
"leaf","up","KEGG","sly04075","Plant hormone signal transduction",4.66950235263859e-05,0.000887205447001331,0.000573447657341581,"19/184","437/11892",19,"101256856/101055553/101266791/101055555/101263741/101253938/101256200/543542/100736445/101251432/101250944/543543/101259435/101260027/101248690/543748/543722/101263505/606712"
"leaf","up","KEGG","sly00670","One carbon pool by folate",0.000356169423645389,0.0052995411638084,0.0034253728667275,"5/184","40/11892",5,"101253497/544302/101259725/101255258/101246429"
"leaf","up","KEGG","sly00996","Biosynthesis of various alkaloids",0.000403672698320359,0.0052995411638084,0.0034253728667275,"3/184","10/11892",3,"101255011/544002/543874"
"leaf","up","KEGG","sly01212","Fatty acid metabolism",0.000418384828721716,0.0052995411638084,0.0034253728667275,"7/184","88/11892",7,"101262830/112941338/101256767/101255474/101251311/101252237/101247598"
"leaf","up","KEGG","sly01240","Biosynthesis of cofactors",0.000511271743484353,0.00582849787572162,0.00376726547830576,"12/184","250/11892",12,"101263146/101254553/101251311/101252237/544302/101259725/544238/101258297/101246429/100191133/101256030/101253875"
"leaf","up","KEGG","sly00400","Phenylalanine, tyrosine and tryptophan biosynthesis",0.000922560246092535,0.009247583917536,0.00597720105473241,"5/184","49/11892",5,"544154/544153/101258500/101259361/101247331"
"leaf","up","KEGG","sly00650","Butanoate metabolism",0.000973429886056421,0.009247583917536,0.00597720105473241,"4/184","29/11892",4,"101262830/544258/100134904/543874"
"leaf","up","KEGG","sly00350","Tyrosine metabolism",0.0013209430655801,0.011583654575087,0.00748712668749852,"5/184","53/11892",5,"101260960/544074/101252525/606710/101259357"
"leaf","up","KEGG","sly00620","Pyruvate metabolism",0.00149702938527903,0.0121900964229864,0.00787910202778438,"7/184","109/11892",7,"101260960/101262830/544074/543522/101251907/101256147/101246429"
"leaf","up","KEGG","sly00900","Terpenoid backbone biosynthesis",0.00183389108008191,0.0131574894142292,0.0085043791227705,"5/184","57/11892",5,"101262830/101261961/100134900/100134904/778360"
"leaf","up","KEGG","sly01200","Carbon metabolism",0.00184666518094445,0.0131574894142292,0.0085043791227705,"12/184","290/11892",12,"101262830/543522/101254553/101253940/101267392/101259725/101255258/101248455/543990/101256147/101254848/101246429"
"leaf","up","KEGG","sly00062","Fatty acid elongation",0.00199650917644909,0.0133883556538351,0.00865360014559977,"4/184","35/11892",4,"101267160/101247598/101246151/101268510"
"leaf","up","KEGG","sly00270","Cysteine and methionine metabolism",0.00235883549911417,0.0149392914943897,0.00965605175075975,"7/184","118/11892",7,"543800/101254553/101253940/544285/544302/101254848/101253875"
"leaf","up","KEGG","sly00073","Cutin, suberine and wax biosynthesis",0.00359331128299056,0.0185211324069414,0.0119711843812179,"4/184","41/11892",4,"101248686/101257532/101267893/101267934"
"leaf","up","KEGG","sly00460","Cyanoamino acid metabolism",0.00359331128299056,0.0185211324069414,0.0119711843812179,"4/184","41/11892",4,"101253940/543698/101259725/101250409"
"leaf","up","KEGG","sly03460","Fanconi anemia pathway",0.00359331128299056,0.0185211324069414,0.0119711843812179,"4/184","41/11892",4,"544003/101255870/101260976/101255547"
"leaf","up","KEGG","sly00260","Glycine, serine and threonine metabolism",0.00373671969613731,0.0185211324069414,0.0119711843812179,"5/184","67/11892",5,"101254553/101253497/101259725/101254848/101246429"
"leaf","up","KEGG","sly00280","Valine, leucine and isoleucine degradation",0.00373671969613731,0.0185211324069414,0.0119711843812179,"5/184","67/11892",5,"101262830/778303/100134904/101246429/101253875"
"leaf","up","KEGG","sly00603","Glycosphingolipid biosynthesis - globo and isoglobo series",0.00798052989457095,0.037907516999212,0.0245016268692968,"2/184","9/11892",2,"101249542/101253853"
"leaf","up","KEGG","sly00630","Glyoxylate and dicarboxylate metabolism",0.00834033982182368,0.038031949587516,0.0245820542116909,"5/184","81/11892",5,"101262830/101259725/101248455/543990/101246429"
"leaf","up","KEGG","sly04626","Plant-pathogen interaction",0.011460878473236,0.0488968020164141,0.0316045811740442,"9/184","237/11892",9,"543900/101259509/101249567/101256200/101267160/543947/778272/101246151/101268510"
"leaf","up","KEGG","sly00380","Tryptophan metabolism",0.0115808215302033,0.0488968020164141,0.0316045811740442,"4/184","57/11892",4,"101262830/543990/101246429/101265297"
"leaf","up","KEGG","sly01210","2-Oxocarboxylic acid metabolism",0.0122463455866728,0.0498601213171677,0.0322272252280862,"5/184","89/11892",5,"778303/101251907/101248455/101246429/101253875"
"leaf","up","KEGG","sly00360","Phenylalanine metabolism",0.0137963418624208,0.05218977409987,0.0337330026499621,"4/184","60/11892",4,"101244220/101243656/101264847/101265757"
"leaf","up","KEGG","sly03440","Homologous recombination",0.0137963418624208,0.05218977409987,0.0337330026499621,"4/184","60/11892",4,"544003/101255870/101260976/101255547"
"leaf","up","KEGG","sly00590","Arachidonic acid metabolism",0.0141919561148769,0.05218977409987,0.0337330026499621,"2/184","12/11892",2,"101250409/101252788"
"leaf","up","KEGG","sly01040","Biosynthesis of unsaturated fatty acids",0.0153376363534926,0.0546403295093174,0.0353169258139633,"3/184","34/11892",3,"112941338/101256767/101255474"
"leaf","up","KEGG","sly00010","Glycolysis / Gluconeogenesis",0.0172244471054968,0.0595026354553526,0.0384596905066915,"6/184","133/11892",6,"101246495/101260960/544074/101267392/101256147/101246429"
"leaf","up","KEGG","sly00910","Nitrogen metabolism",0.0178946497151651,0.0599997078684947,0.0387809746149088,"3/184","36/11892",3,"778326/101268239/101259260"
"leaf","up","KEGG","sly00100","Steroid biosynthesis",0.0206745102619456,0.0673398334246229,0.0435252847619908,"3/184","38/11892",3,"101249884/100147715/101264777"
"leaf","up","KEGG","sly00905","Brassinosteroid biosynthesis",0.0219031810238872,0.0693600732423095,0.0448310722711142,"2/184","15/11892",2,"543801/100037489"
"leaf","up","KEGG","sly03030","DNA replication",0.0286023506078934,0.0881261613324283,0.0569605844253922,"3/184","43/11892",3,"101268250/101255870/101055576"
"leaf","up","KEGG","sly00591","Linoleic acid metabolism",0.030965615449481,0.0915716954194543,0.0591876147678837,"2/184","18/11892",2,"101263535/101252788"
"leaf","up","KEGG","sly02010","ABC transporters",0.031327158959287,0.0915716954194543,0.0591876147678837,"4/184","77/11892",4,"101244486/101260345/101260177/101247843"
"leaf","up","KEGG","sly00780","Biotin metabolism",0.0342625129973675,0.0976481620424975,0.0631151555214665,"2/184","19/11892",2,"101251311/101252237"
"leaf","down","KEGG","sly00052","Galactose metabolism",1.20779658699769e-06,0.000100247116720808,6.61109710777682e-05,"8/144","66/11892",8,"100316891/101244339/101257623/101263843/101253771/101268121/101254509/101261450"
"leaf","down","KEGG","sly04981","Folate transport and metabolism",1.04039029239442e-05,0.000431761971343686,0.000284738395813211,"6/144","42/11892",6,"101252315/101251816/101254989/101248317/101267994/101264742"
"leaf","down","KEGG","sly04712","Circadian rhythm - plant",2.02625356002812e-05,0.000560596818274446,0.000369702403934955,"6/144","47/11892",6,"101267355/101261662/101249991/101254900/778253/778294"
"leaf","down","KEGG","sly04016","MAPK signaling pathway - plant",0.000117268145160873,0.00243331401208812,0.00160472198641195,"10/144","193/11892",10,"101244003/100316895/606299/543571/101256105/544147/606304/101265257/101249467/101246907"
"leaf","down","KEGG","sly00010","Glycolysis / Gluconeogenesis",0.000208535208176553,0.00346168445573078,0.00228291175266963,"8/144","133/11892",8,"101253771/101257775/101267346/101268121/101255458/101249787/101256911/101246870"
"leaf","down","KEGG","sly04141","Protein processing in endoplasmic reticulum",0.000327103803574092,0.00452493594944161,0.00298410487471101,"10/144","219/11892",10,"100134914/101264183/101055596/101255164/100736433/101265499/543846/101244060/543572/101252822"
"leaf","down","KEGG","sly00710","Carbon fixation by Calvin cycle",0.000467045993580452,0.00538704305346533,0.0035526472895396,"6/144","82/11892",6,"101267346/101249787/101248407/101245149/101246870/101251315"
"leaf","down","KEGG","sly00030","Pentose phosphate pathway",0.000519233065394249,0.00538704305346533,0.0035526472895396,"5/144","55/11892",5,"101253771/101268121/101249787/101246870/101251315"
"leaf","down","KEGG","sly00906","Carotenoid biosynthesis",0.00122036416366533,0.011254469509358,0.00742209783749675,"4/144","39/11892",4,"544133/543964/543988/544104"
"leaf","down","KEGG","sly02010","ABC transporters",0.00238463155473431,0.0187074676879029,0.0123372012653259,"5/144","77/11892",5,"101252315/101254989/101248317/101267994/101264742"
"leaf","down","KEGG","sly04075","Plant hormone signal transduction",0.00247930294658954,0.0187074676879029,0.0123372012653259,"13/144","437/11892",13,"101244003/104649549/100316895/101267355/606299/101055583/101247697/101251833/101264094/101267951/101256828/101246907/100037508"
"leaf","down","KEGG","sly01200","Carbon metabolism",0.00276254524799518,0.0191076046319667,0.0126010835873464,"10/144","290/11892",10,"101253771/101257775/101267346/101268121/101249787/101248407/101245149/101246870/101055519/101251315"
"leaf","down","KEGG","sly00270","Cysteine and methionine metabolism",0.00308270130909113,0.0196818622041972,0.0129797949856469,"6/144","118/11892",6,"101255136/101248619/101254608/101251816/606304/101260400"
"leaf","down","KEGG","sly04144","Endocytosis",0.00417855821002794,0.0247728808165942,0.0163372200692822,"7/144","167/11892",7,"100134914/101055596/101255164/100736433/101248969/101245304/101253987"
"leaf","down","KEGG","sly00565","Ether lipid metabolism",0.00555691706891795,0.0307482744480127,0.0202778728128936,"3/144","30/11892",3,"101248969/101245304/101253987"
"leaf","down","KEGG","sly04626","Plant-pathogen interaction",0.00817246654392953,0.0406086132164448,0.0267805692740029,"8/144","237/11892",8,"101245539/101264183/101267202/101260537/101244910/543571/112940015/101258036"
"leaf","down","KEGG","sly00053","Ascorbate and aldarate metabolism",0.0083174268033682,0.0406086132164448,0.0267805692740029,"4/144","66/11892",4,"101251411/544013/544280/101263934"
"leaf","down","KEGG","sly00430","Taurine and hypotaurine metabolism",0.00887566920612982,0.0409266968949319,0.0269903391063597,"2/144","12/11892",2,"101258974/100147723"
"leaf","down","KEGG","sly00941","Flavonoid biosynthesis",0.0100004273319034,0.0423175214738425,0.0279075601349373,"3/144","37/11892",3,"101266223/778294/101247849"
"leaf","down","KEGG","sly00051","Fructose and mannose metabolism",0.0101969931262271,0.0423175214738425,0.0279075601349373,"4/144","70/11892",4,"101253771/101268121/101249787/101246870"
"leaf","down","KEGG","sly00500","Starch and sucrose metabolism",0.0110432105776269,0.0436469751401443,0.0287843082725111,"6/144","154/11892",6,"100736451/100191117/101254155/101055611/101246575/101262329"
"leaf","down","KEGG","sly00960","Tropane, piperidine and pyridine alkaloid biosynthesis",0.0123862779458235,0.0467300486137885,0.030817533645111,"3/144","40/11892",3,"101260288/101251506/101253199"
"leaf","down","KEGG","sly00073","Cutin, suberine and wax biosynthesis",0.0132477172580831,0.0478069796704738,0.0315277481656898,"3/144","41/11892",3,"101257641/101264266/101245281"
"leaf","down","KEGG","sly00562","Inositol phosphate metabolism",0.0141084235702243,0.0487916315136923,0.0321771063882308,"4/144","77/11892",4,"543809/544013/544280/544226"
"leaf","down","KEGG","sly00902","Monoterpenoid biosynthesis",0.0156352287783541,0.0519089595441356,0.0342329219568174,"2/144","16/11892",2,"543602/101259903"
"leaf","down","KEGG","sly00040","Pentose and glucuronate interconversions",0.0190231917629761,0.0607278813971929,0.0400488247641602,"5/144","127/11892",5,"101260096/101268391/101253756/101260021/101244677"
"leaf","down","KEGG","sly01230","Biosynthesis of amino acids",0.0200312247168476,0.0615774685740129,0.0406091105370789,"7/144","226/11892",7,"101253771/101257775/101268121/101254608/101249787/101246870/101251315"
"leaf","down","KEGG","sly00740","Riboflavin metabolism",0.0239881196687184,0.071107640446558,0.0468940685253141,"2/144","20/11892",2,"101261429/101249252"
"leaf","down","KEGG","sly00860","Porphyrin metabolism",0.0249532346689392,0.0714178785352397,0.047098664347907,"3/144","52/11892",3,"104647958/101244441/101258237"
"root","up","KEGG","sly00940","Phenylpropanoid biosynthesis",3.08172505578587e-32,3.7288873175009e-30,2.66001531130991e-30,"45/307","179/11892",45,"101247849/101260463/101246092/101249969/544293/101260278/101246312/101267376/101265606/101249975/101257228/101265690/101265187/101267754/101265511/101266098/101249612/101249624/101254287/101244951/101255589/101248973/101244376/101244668/101262919/101264425/101244289/101261825/101248210/544249/101264739/543959/101246070/101246453/101266746/101248236/101261963/101253032/101268440/101268153/101261765/101262063/101262367/101243656/101248159"
"root","up","KEGG","sly00945","Stilbenoid, diarylheptanoid and gingerol biosynthesis",2.91528706010242e-12,1.76374867136196e-10,1.25817652067578e-10,"11/307","23/11892",11,"101247849/101246092/101260278/101265690/101265187/101262919/544249/101253032/101261765/101262063/101262367"
"root","up","KEGG","sly00941","Flavonoid biosynthesis",1.33479885319774e-09,5.38368870789755e-08,3.84047389341104e-08,"11/307","37/11892",11,"101247849/101246092/101260278/101265690/101265187/101262919/544249/101253032/101261765/101262063/101262367"
"root","up","KEGG","sly00480","Glutathione metabolism",1.7607742654891e-07,5.32634215310451e-06,3.79956552026594e-06,"15/307","112/11892",15,"101264583/101264282/101268630/101255673/544209/101249821/101247725/543836/543536/101268500/101265571/101266084/101246397/544017/101265520"
"root","up","KEGG","sly00400","Phenylalanine, tyrosine and tryptophan biosynthesis",3.82412173490941e-07,9.25437459848077e-06,6.60164173184361e-06,"10/307","49/11892",10,"543548/101243843/544078/100736464/544153/101259361/101264863/101258500/101247693/101252470"
"root","up","KEGG","sly00960","Tropane, piperidine and pyridine alkaloid biosynthesis",6.12562694135852e-07,1.2353347665073e-05,8.8123054244105e-06,"9/307","40/11892",9,"100736464/101263402/104647586/101245061/101247232/101254319/101251506/101264863/101252470"
"root","up","KEGG","sly04016","MAPK signaling pathway - plant",2.53377374989464e-06,4.12713060580341e-05,2.94410360744567e-05,"18/307","193/11892",18,"606304/544146/101259509/544149/101256856/101262522/606712/101248690/101260252/101267332/104648939/101266151/101247461/543712/101267358/101251136/101245906/778234"
"root","up","KEGG","sly00360","Phenylalanine metabolism",2.72868139226672e-06,4.12713060580341e-05,2.94410360744567e-05,"10/307","60/11892",10,"100736464/101249664/101254319/101264847/101265757/778254/101264863/101255350/101243656/101252470"
"root","up","KEGG","sly00350","Tyrosine metabolism",7.3927157665866e-06,9.93909564174421e-05,7.09008997497195e-05,"9/307","53/11892",9,"101263372/100736464/101254319/606710/101261257/101260960/101264863/101255350/101252470"
"root","up","KEGG","sly00950","Isoquinoline alkaloid biosynthesis",8.71780591620387e-06,0.000105485451586067,7.52484300135491e-05,"7/307","30/11892",7,"101263372/100736464/101254319/606710/101261257/101264863/101252470"
"root","up","KEGG","sly00270","Cysteine and methionine metabolism",1.07344668190935e-05,0.000118079135010029,8.42321798244659e-05,"13/307","118/11892",13,"606304/101246567/101244469/101247725/101266529/543800/544052/544285/543536/101264863/101253940/101251255/101252470"
"root","up","KEGG","sly00900","Terpenoid backbone biosynthesis",1.37082207308195e-05,0.000138224559035763,9.8602991221684e-05,"9/307","57/11892",9,"101261961/778360/100134905/101256682/101262830/100134904/101244138/100134900/543552"
"root","up","KEGG","sly00190","Oxidative phosphorylation",1.91181156739704e-05,0.000177945538196187,0.000126938095972921,"15/307","162/11892",15,"101251020/101245883/101252838/101247875/101264166/101267099/101244937/101255084/101254490/101252593/101246164/101258580/101264887/101258330/101248453"
"root","up","KEGG","sly00910","Nitrogen metabolism",3.12964593162571e-05,0.000270490826947651,0.000192955613829555,"7/307","36/11892",7,"100147727/543756/101259288/778326/101268239/100736473/101250864"
"root","up","KEGG","sly04075","Plant hormone signal transduction",6.51929439129667e-05,0.000525889747564598,0.000375145361464089,"26/307","437/11892",26,"101250954/101268544/101260391/101268443/101267951/101251833/138347239/101256856/543756/543723/101259435/101252288/101262522/606712/101248398/101055583/101253797/101055555/101248690/101266151/101247461/543712/101262762/543601/101245906/778234"
"root","up","KEGG","sly01230","Biosynthesis of amino acids",7.86697596662255e-05,0.00059494005747583,0.000424402650830953,"17/307","226/11892",17,"543548/101246567/101243843/543756/544078/100736464/544153/101262009/101256090/101253902/104648641/543983/101259361/101253940/101258500/101252842/101247693"
"root","up","KEGG","sly00592","alpha-Linolenic acid metabolism",0.000352316427363797,0.00250766398300115,0.00178885121014436,"7/307","52/11892",7,"543762/100736436/544306/543895/543896/101260960/101266902"
"root","up","KEGG","sly01212","Fatty acid metabolism",0.000432653441101534,0.00290839257629365,0.00207471240762139,"9/307","88/11892",9,"101259379/112941338/101249464/101262830/101244208/101251311/101252237/101255474/138340542"
"root","up","KEGG","sly00902","Monoterpenoid biosynthesis",0.000620047722258209,0.00394872496806544,0.00281683729779353,"4/307","16/11892",4,"101251042/104644298/101259903/543602"
"root","up","KEGG","sly01320","Sulfur cycle",0.00124218635155993,0.00751522742693755,0.00536101478041652,"4/307","19/11892",4,"101246567/101257319/544267/101253940"
"root","up","KEGG","sly00130","Ubiquinone and other terpenoid-quinone biosynthesis",0.00172231638588764,0.00992382298535257,0.00707919517006447,"6/307","50/11892",6,"101249624/101262919/101248210/778248/101264863/101252470"
"root","up","KEGG","sly01310","Nitrogen cycle",0.00195891945500859,0.0107740570025472,0.00768571269429207,"2/307","3/11892",2,"778326/100736473"
"root","up","KEGG","sly01240","Biosynthesis of cofactors",0.00213129558387794,0.0112124680717057,0.00799845482279137,"15/307","250/11892",15,"101261158/101246036/101256090/543790/101249464/101261729/101254613/101260252/101257095/778248/543536/104648939/101251311/101263146/101252237"
"root","up","KEGG","sly00380","Tryptophan metabolism",0.0033838742931049,0.0170603662277372,0.0121700742120439,"6/307","57/11892",6,"101265297/101244469/101253797/101262830/101257095/101261963"
"root","up","KEGG","sly01232","Nucleotide metabolism",0.00592279661430762,0.0286663356132489,0.020449234626241,"7/307","84/11892",7,"101268630/101255711/101260252/104648939/101244800/101251530/101258022"
"root","up","KEGG","sly00061","Fatty acid biosynthesis",0.008359983830645,0.0389060785964633,0.0277537924742061,"5/307","49/11892",5,"101259379/101249464/101244208/101251311/101252237"
"root","up","KEGG","sly00230","Purine metabolism",0.0120163804594244,0.050693446790551,0.0361623543873439,"7/307","96/11892",7,"101244906/101268630/101260252/104648939/101244800/101263765/101251530"
"root","up","KEGG","sly00920","Sulfur metabolism",0.0121451035308412,0.050693446790551,0.0361623543873439,"4/307","35/11892",4,"101246567/101257319/544267/101253940"
"root","up","KEGG","sly00780","Biotin metabolism",0.012149669065504,0.050693446790551,0.0361623543873439,"3/307","19/11892",3,"101249464/101251311/101252237"
"root","up","KEGG","sly00999","Biosynthesis of various plant secondary metabolites",0.014480188883686,0.0584034284975335,0.0416622978407807,"5/307","56/11892",5,"543548/101257511/101251676/101248330/101258500"
"root","up","KEGG","sly00460","Cyanoamino acid metabolism",0.0208341496498679,0.0803498840978309,0.0573178816530851,"4/307","41/11892",4,"101245157/101256090/101248330/101253940"
"root","up","KEGG","sly00908","Zeatin biosynthesis",0.0216686835498688,0.0803498840978309,0.0573178816530851,"5/307","62/11892",5,"101262709/101244307/101254417/101268547/101257246"
"root","up","KEGG","sly00520","Amino sugar and nucleotide sugar metabolism",0.0219136047539539,0.0803498840978309,0.0573178816530851,"8/307","133/11892",8,"544146/544149/101251942/101256086/101253788/101246662/101267358/101251136"
"root","up","KEGG","sly00240","Pyrimidine metabolism",0.0275594755561128,0.0980793100673428,0.0699652320619583,"5/307","66/11892",5,"101268630/101255711/101260252/104648939/101258022"
"root","up","KEGG","sly00541","Biosynthesis of various nucleotide sugars",0.0285631269165389,0.0987468101971773,0.0704413957039456,"3/307","26/11892",3,"101255354/101249670/101262269"
"root","down","KEGG","sly04712","Circadian rhythm - plant",2.46952719980955e-06,0.000146865670897362,0.000109009607278744,"6/100","47/11892",6,"100736520/100736457/544219/778295/778294/101249991"
"root","down","KEGG","sly00710","Carbon fixation by Calvin cycle",5.46086271865846e-06,0.000146865670897362,0.000109009607278744,"7/100","82/11892",7,"101267346/101253541/101266787/778287/101245149/101267723/101245299"
"root","down","KEGG","sly00500","Starch and sucrose metabolism",5.64867964989853e-06,0.000146865670897362,0.000109009607278744,"9/100","154/11892",9,"101259279/544039/101248715/544283/101257723/101259777/101268420/101253025/101247563"
"root","down","KEGG","sly00941","Flavonoid biosynthesis",0.000251241747939782,0.00477676257865187,0.00354550528779829,"4/100","37/11892",4,"100736482/101266223/778295/778294"
"root","down","KEGG","sly00620","Pyruvate metabolism",0.000306202729400761,0.00477676257865187,0.00354550528779829,"6/100","109/11892",6,"101267346/778287/101245149/101261114/101267723/101267438"
"root","down","KEGG","sly01200","Carbon metabolism",0.00073581829955584,0.00956563789422592,0.00710000113606513,"9/100","290/11892",9,"101267346/101255335/101253541/101266787/778287/101255867/101245149/101267723/101245299"
"root","down","KEGG","sly00592","alpha-Linolenic acid metabolism",0.000935222317214597,0.0104210486775341,0.00773492142057186,"4/100","52/11892",4,"544008/543806/101261114/101255254"
"root","down","KEGG","sly00906","Carotenoid biosynthesis",0.00423382278302767,0.0412797721345198,0.0306395069824371,"3/100","39/11892",3,"543964/543696/544129"
"root","down","KEGG","sly00591","Linoleic acid metabolism",0.00981178939562848,0.0777815879130497,0.0577326226075268,"2/100","18/11892",2,"544008/101255254"
"root","down","KEGG","sly00350","Tyrosine metabolism",0.00997199845039099,0.0777815879130497,0.0577326226075268,"3/100","53/11892",3,"101261114/101263431/101259357"
"root","down","KEGG","sly04144","Endocytosis",0.0132814446725993,0.0941775167693403,0.0699023403821014,"5/100","167/11892",5,"101055596/100736433/101257989/101267950/101255164"
